Área,Dia da Semana,Data da Ocorência,Logradouro,Endereço,Bairro,Cidade,Hora (valor inteiro),Hora da Chamada,Tipo de Ocorrência
1º BPM,quarta-feira,05/05/21,"DEPOIS DA ULTIMA PONTE  35 , POÇO , MACEIÓ",DEPOIS DA ULTIMA PONTE  35,POÇO,MACEIÓ,17,17:02,PORTE DE ARMA
1º BPM,quarta-feira,05/05/21,"RUA JOSÉ FRAGOSO  , PAJUÇARA , MACEIÓ",RUA JOSÉ FRAGOSO ,PAJUÇARA,MACEIÓ,17,17:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,05/05/21,"RUA SENADOR RUI PALMEIRA   , LEVADA , MACEIÓ",RUA SENADOR RUI PALMEIRA  ,LEVADA,MACEIÓ,17,17:25,AMEAÇA
1º BPM,quarta-feira,05/05/21,"NA PRAÇA SANTO ANTÔNIO  , PONTA GROSSA , MACEIÓ",NA PRAÇA SANTO ANTÔNIO ,PONTA GROSSA,MACEIÓ,18,18:18,TENTATIVA DE ROUBO
1º BPM,quarta-feira,05/05/21,"RUA MIRAMAR  , PRADO , MACEIÓ",RUA MIRAMAR ,PRADO,MACEIÓ,18,18:19,ROUBO
1º BPM,quarta-feira,05/05/21,"RUA PRESTESTATO FERREIRA MACHADO 1076 , JATIÚCA , MACEIÓ",RUA PRESTESTATO FERREIRA MACHADO 1076,JATIÚCA,MACEIÓ,18,18:31,VIOLAÇÃO DE DOMICILIO
1º BPM,quarta-feira,05/05/21,"RUA JOSÉ FRAGOSO.  , PAJUÇARA , MACEIÓ",RUA JOSÉ FRAGOSO. ,PAJUÇARA,MACEIÓ,19,19:28,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,05/05/21,"TRAV. PRIMAVERA  , PONTA DA TERRA , MACEIÓ",TRAV. PRIMAVERA ,PONTA DA TERRA,MACEIÓ,19,19:34,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,05/05/21,"PRAÇA GUEDES MIRANDA  , PONTA GROSSA , MACEIÓ",PRAÇA GUEDES MIRANDA ,PONTA GROSSA,MACEIÓ,19,19:42,ROUBO
1º BPM,quarta-feira,05/05/21,"RUA JOSÉ FRAGOSO  , PAJUÇARA , MACEIÓ",RUA JOSÉ FRAGOSO ,PAJUÇARA,MACEIÓ,20,20:28,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,05/05/21,"TRAV. PRIMA VERA.  , PONTA DA TERRA , MACEIÓ",TRAV. PRIMA VERA. ,PONTA DA TERRA,MACEIÓ,20,20:33,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,05/05/21,"RUA JOSE FRAGOSO  , PONTA DA TERRA , MACEIÓ",RUA JOSE FRAGOSO ,PONTA DA TERRA,MACEIÓ,20,20:38,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,05/05/21,"RUA LAFAIETE PACHEGO.  , PONTA DA TERRA , MACEIÓ",RUA LAFAIETE PACHEGO. ,PONTA DA TERRA,MACEIÓ,22,22:40,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,05/05/21,"XXXXXXXXXXXXXXXXXXXX  , POÇO , MACEIÓ",XXXXXXXXXXXXXXXXXXXX ,POÇO,MACEIÓ,22,22:51,DISPARO DE ARMA DE FOGO
1º BPM,quarta-feira,05/05/21,"RUA SÃO LUIZ SEM NUMERO , PONTA GROSSA , MACEIÓ",RUA SÃO LUIZ SEM NUMERO,PONTA GROSSA,MACEIÓ,23,23:17,TRÁFICO 
1º BPM,quarta-feira,05/05/21,"RUA LAFAIETE PACHECO  , PONTA DA TERRA , MACEIÓ",RUA LAFAIETE PACHECO ,PONTA DA TERRA,MACEIÓ,23,23:33,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quarta-feira,05/05/21,"RUA LAFAETE PACHECO  , PONTA DA TERRA , MACEIÓ",RUA LAFAETE PACHECO ,PONTA DA TERRA,MACEIÓ,23,23:57,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quinta-feira,06/05/21,"RUA RODRIGUES ALVES  418 , PRADO , MACEIÓ",RUA RODRIGUES ALVES  418,PRADO,MACEIÓ,1,1:56,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quinta-feira,06/05/21,"RUA DO MAIKAY  , JATIÚCA , MACEIÓ",RUA DO MAIKAY ,JATIÚCA,MACEIÓ,2,2:50,FURTO
1º BPM,quinta-feira,06/05/21,"RUA SANTA FERNANDA  , JATIÚCA , MACEIÓ",RUA SANTA FERNANDA ,JATIÚCA,MACEIÓ,5,5:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,06/05/21,"RUA ALVARO OTACILIO , PONTA VERDE , MACEIÓ",RUA ALVARO OTACILIO,PONTA VERDE,MACEIÓ,6,6:11,ROUBO
1º BPM,quinta-feira,06/05/21,"RUA SANTA FERNANDA  , JATIÚCA , MACEIÓ",RUA SANTA FERNANDA ,JATIÚCA,MACEIÓ,7,7:21,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quinta-feira,06/05/21,"RUA 1° DE MAIO  , PRADO , MACEIÓ",RUA 1° DE MAIO ,PRADO,MACEIÓ,8,8:05,ROUBO
1º BPM,quinta-feira,06/05/21,"RUA DO COMÉRCIO   , CENTRO , MACEIÓ",RUA DO COMÉRCIO  ,CENTRO,MACEIÓ,9,9:59,PORTE DE ARMA
1º BPM,quinta-feira,06/05/21,"RUA SANTA MARGARIDA Nº130  , TRAPICHE DA BARRA , MACEIÓ",RUA SANTA MARGARIDA Nº130 ,TRAPICHE DA BARRA,MACEIÓ,11,11:01,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,06/05/21,"RUA DO SOL N° 110 , CENTRO , MACEIÓ",RUA DO SOL N° 110,CENTRO,MACEIÓ,13,13:50,AMEAÇA
1º BPM,quinta-feira,06/05/21,"RUA QUATORZE DE JULHO  , POÇO , MACEIÓ",RUA QUATORZE DE JULHO ,POÇO,MACEIÓ,14,14:04,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,quinta-feira,06/05/21,"RUA ALTO DA FLORESTA  , PONTAL DA BARRA , MACEIÓ",RUA ALTO DA FLORESTA ,PONTAL DA BARRA,MACEIÓ,19,19:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,06/05/21,"QD 10  , TRAPICHE DA BARRA , MACEIÓ",QD 10 ,TRAPICHE DA BARRA,MACEIÓ,19,19:34,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,06/05/21,"RUA SANTO ANTONIO  , PONTA GROSSA , MACEIÓ",RUA SANTO ANTONIO ,PONTA GROSSA,MACEIÓ,19,19:34,ROUBO
1º BPM,quinta-feira,06/05/21,"RUA BECO DO QUEIXINHO  , VERGEL DO LAGO , MACEIÓ",RUA BECO DO QUEIXINHO ,VERGEL DO LAGO,MACEIÓ,21,21:31,TRÁFICO 
1º BPM,quinta-feira,06/05/21,"CONJ. LENITA VILELA, QD F N° 20 , TRAPICHE DA BARRA , MACEIÓ","CONJ. LENITA VILELA, QD F N° 20",TRAPICHE DA BARRA,MACEIÓ,21,21:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,06/05/21,"RUA 15 DE MARÇO  , LEVADA , MACEIÓ",RUA 15 DE MARÇO ,LEVADA,MACEIÓ,23,23:10,ROUBO
1º BPM,quinta-feira,06/05/21,"RUA CICERO TORRES  , LEVADA , MACEIÓ",RUA CICERO TORRES ,LEVADA,MACEIÓ,23,23:22,ROUBO
1º BPM,quinta-feira,06/05/21,"AV. SIQUEIRA CAMPOS  , PRADO , MACEIÓ",AV. SIQUEIRA CAMPOS ,PRADO,MACEIÓ,23,23:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,quinta-feira,06/05/21,"CONJ DOS PESCADORES / QD H 13 , VERGEL DO LAGO , MACEIÓ",CONJ DOS PESCADORES / QD H 13,VERGEL DO LAGO,MACEIÓ,23,23:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"RUA DOUTOR SADI CARVALHO  , JATIÚCA , MACEIÓ",RUA DOUTOR SADI CARVALHO ,JATIÚCA,MACEIÓ,0,0:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"TRAV. PIO XII  , JATIÚCA , MACEIÓ",TRAV. PIO XII ,JATIÚCA,MACEIÓ,0,0:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"AV. SENADOR RUI PALMEIRAS   , VERGEL DO LAGO , MACEIÓ",AV. SENADOR RUI PALMEIRAS  ,VERGEL DO LAGO,MACEIÓ,0,0:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"RUA DJALMA COSTA  , VERGEL DO LAGO , MACEIÓ",RUA DJALMA COSTA ,VERGEL DO LAGO,MACEIÓ,0,0:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"RUA REGENTE FEIJO  , PONTA DA TERRA , MACEIÓ",RUA REGENTE FEIJO ,PONTA DA TERRA,MACEIÓ,1,1:44,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"RUA SANTA MARGARIDA   , PONTA GROSSA , MACEIÓ",RUA SANTA MARGARIDA  ,PONTA GROSSA,MACEIÓ,1,1:53,TRÁFICO 
1º BPM,sexta-feira,07/05/21,"RUA DESEMBARGADOR MARIO GUIMARAES   , POÇO , MACEIÓ",RUA DESEMBARGADOR MARIO GUIMARAES  ,POÇO,MACEIÓ,3,3:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"AVENIDA JOAO DAVINO XXXXXX , JATIÚCA , MACEIÓ",AVENIDA JOAO DAVINO XXXXXX,JATIÚCA,MACEIÓ,4,4:24,FURTO QUALIFICADO
1º BPM,sexta-feira,07/05/21,"NA RUA DO HIPER BOMPREÇO  , LEVADA , MACEIÓ",NA RUA DO HIPER BOMPREÇO ,LEVADA,MACEIÓ,11,11:47,FURTO
1º BPM,sexta-feira,07/05/21,"RUA LUIZ CALHEIROS GATO  , LEVADA , MACEIÓ",RUA LUIZ CALHEIROS GATO ,LEVADA,MACEIÓ,12,12:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"1º BATALHÃO.   , TRAPICHE DA BARRA , MACEIÓ",1º BATALHÃO.  ,TRAPICHE DA BARRA,MACEIÓ,12,12:48,VIOLÊNCIA CONTRA A MULHER
1º BPM,sexta-feira,07/05/21,"RUA PREFEITO ABDON ARROXELAS  , PONTA VERDE , MACEIÓ",RUA PREFEITO ABDON ARROXELAS ,PONTA VERDE,MACEIÓ,13,13:13,ROUBO
1º BPM,sexta-feira,07/05/21,"RUA DAS ARVORES 400 , CENTRO , MACEIÓ",RUA DAS ARVORES 400,CENTRO,MACEIÓ,13,13:18,ROUBO
1º BPM,sexta-feira,07/05/21,"AV JATIUCA DONA CONSTACIA  , JATIÚCA , MACEIÓ",AV JATIUCA DONA CONSTACIA ,JATIÚCA,MACEIÓ,14,14:33,LESÃO CORPORAL
1º BPM,sexta-feira,07/05/21,"RUA DOUTOR JOSE CORREIA FILHO 282 , POÇO , MACEIÓ",RUA DOUTOR JOSE CORREIA FILHO 282,POÇO,MACEIÓ,16,16:04,LESÃO CORPORAL
1º BPM,sexta-feira,07/05/21,"AV. ANTONIO GOUVEIA  , PAJUÇARA , MACEIÓ",AV. ANTONIO GOUVEIA ,PAJUÇARA,MACEIÓ,16,16:52,TRÁFICO 
1º BPM,sexta-feira,07/05/21,"RUA QUEBRANGULO  , POÇO , MACEIÓ",RUA QUEBRANGULO ,POÇO,MACEIÓ,17,17:03,TRÁFICO 
1º BPM,sexta-feira,07/05/21,"AV. COMENDADOR LEÃO.   , POÇO , MACEIÓ",AV. COMENDADOR LEÃO.  ,POÇO,MACEIÓ,17,17:07,FURTO
1º BPM,sexta-feira,07/05/21,"AV. MOREIRA LIMA XX , CENTRO , MACEIÓ",AV. MOREIRA LIMA XX,CENTRO,MACEIÓ,17,17:11,LESÃO CORPORAL
1º BPM,sexta-feira,07/05/21,"RUA SAO FRANCISO DE ASSIS 634 , JATIÚCA , MACEIÓ",RUA SAO FRANCISO DE ASSIS 634,JATIÚCA,MACEIÓ,17,17:48,AMEAÇA
1º BPM,sexta-feira,07/05/21,"RUA PIO XII 856 , JATIÚCA , MACEIÓ",RUA PIO XII 856,JATIÚCA,MACEIÓ,17,17:53,AMEAÇA
1º BPM,sexta-feira,07/05/21,"RUA SANTOS PACHECO  , CENTRO , MACEIÓ",RUA SANTOS PACHECO ,CENTRO,MACEIÓ,19,19:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"LADEIRA DO BRITO  , CENTRO , MACEIÓ",LADEIRA DO BRITO ,CENTRO,MACEIÓ,19,19:37,TENTATIVA DE ROUBO
1º BPM,sexta-feira,07/05/21,"XXX  , JARAGUÁ , MACEIÓ",XXX ,JARAGUÁ,MACEIÓ,19,19:52,ROUBO
1º BPM,sexta-feira,07/05/21,"AVENIDA ALIPIO BARBOSA.  , PONTA DA TERRA , MACEIÓ",AVENIDA ALIPIO BARBOSA. ,PONTA DA TERRA,MACEIÓ,20,20:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"RUA PRESIDENTE AGOSTINHO  , POÇO , MACEIÓ",RUA PRESIDENTE AGOSTINHO ,POÇO,MACEIÓ,20,20:06,USUÁRIO DE ENTORPECENTE
1º BPM,sexta-feira,07/05/21,"RUA SENADOR BERNARDO SOBRINHO  , POÇO , MACEIÓ",RUA SENADOR BERNARDO SOBRINHO ,POÇO,MACEIÓ,20,20:10,PORTE DE ARMA
1º BPM,sexta-feira,07/05/21,"RUA COMENDADOR CALAÇAS  , POÇO , MACEIÓ",RUA COMENDADOR CALAÇAS ,POÇO,MACEIÓ,20,20:32,ROUBO
1º BPM,sexta-feira,07/05/21,"RUA 15 DE MARÇO  , LEVADA , MACEIÓ",RUA 15 DE MARÇO ,LEVADA,MACEIÓ,21,21:20,TRÁFICO 
1º BPM,sexta-feira,07/05/21,"DR. MARIO NUNES VIEIRA   , MANGABEIRAS , MACEIÓ",DR. MARIO NUNES VIEIRA  ,MANGABEIRAS,MACEIÓ,21,21:55,ROUBO
1º BPM,sexta-feira,07/05/21,"AVENIDA SIQUEIRA CAMPOS  , PRADO , MACEIÓ",AVENIDA SIQUEIRA CAMPOS ,PRADO,MACEIÓ,22,22:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"RUA. DR JORGE DE LIMA   , TRAPICHE DA BARRA , MACEIÓ",RUA. DR JORGE DE LIMA  ,TRAPICHE DA BARRA,MACEIÓ,22,22:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"RUA. EMPRESARIO CARLOS DA SILVA NOGUEIRA  , JATIÚCA , MACEIÓ",RUA. EMPRESARIO CARLOS DA SILVA NOGUEIRA ,JATIÚCA,MACEIÓ,22,22:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"XXXXXXXX  , VERGEL DO LAGO , MACEIÓ",XXXXXXXX ,VERGEL DO LAGO,MACEIÓ,23,23:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"XXXXXX  , JATIÚCA , MACEIÓ",XXXXXX ,JATIÚCA,MACEIÓ,23,23:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sexta-feira,07/05/21,"QUADRA 18 03 , TRAPICHE DA BARRA , MACEIÓ",QUADRA 18 03,TRAPICHE DA BARRA,MACEIÓ,23,23:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA. EMPRESARIO CARLOS DA SILVA NOGUEIRA  , JATIÚCA , MACEIÓ",RUA. EMPRESARIO CARLOS DA SILVA NOGUEIRA ,JATIÚCA,MACEIÓ,0,0:02,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA SARGENTO JAYME PANTALEAO  136 , PRADO , MACEIÓ",RUA SARGENTO JAYME PANTALEAO  136,PRADO,MACEIÓ,0,0:31,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sábado,08/05/21,"QUADRA 18 13 , TRAPICHE DA BARRA , MACEIÓ",QUADRA 18 13,TRAPICHE DA BARRA,MACEIÓ,0,0:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA DOUTOR JORGE DE LIMA  , TRAPICHE DA BARRA , MACEIÓ",RUA DOUTOR JORGE DE LIMA ,TRAPICHE DA BARRA,MACEIÓ,0,0:50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"TRAV. PROF. LUIS CARLOS DE SOUZA NETO  , PRADO , MACEIÓ",TRAV. PROF. LUIS CARLOS DE SOUZA NETO ,PRADO,MACEIÓ,4,4:40,ROUBO
1º BPM,sábado,08/05/21,"RUA SOLD. EDUARDO SANTOS , POÇO , MACEIÓ",RUA SOLD. EDUARDO SANTOS,POÇO,MACEIÓ,5,5:04,AMEAÇA
1º BPM,sábado,08/05/21,"RUA JOÃO DEDA MAIA GOMES  20 , LEVADA , MACEIÓ",RUA JOÃO DEDA MAIA GOMES  20,LEVADA,MACEIÓ,6,6:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA  JOÃO DEDA MAIA GOMES  S/N° , LEVADA , MACEIÓ",RUA  JOÃO DEDA MAIA GOMES  S/N°,LEVADA,MACEIÓ,6,6:15,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA DO SOL  , CENTRO , MACEIÓ",RUA DO SOL ,CENTRO,MACEIÓ,8,8:58,ROUBO
1º BPM,sábado,08/05/21,"TRAV. MANAUS 23 , PRADO , MACEIÓ",TRAV. MANAUS 23,PRADO,MACEIÓ,13,13:36,LESÃO CORPORAL
1º BPM,sábado,08/05/21,"1º CENTRO DE SAÚDE, AMBULATÓRIO NOÉLIA LESSA  , LEVADA , MACEIÓ","1º CENTRO DE SAÚDE, AMBULATÓRIO NOÉLIA LESSA ",LEVADA,MACEIÓ,15,15:50,ROUBO
1º BPM,sábado,08/05/21,"XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX  , PAJUÇARA , MACEIÓ",XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX ,PAJUÇARA,MACEIÓ,15,15:57,LESÃO CORPORAL
1º BPM,sábado,08/05/21,"AV. DR. ANTONIO GOUVEIA.   , PAJUÇARA , MACEIÓ",AV. DR. ANTONIO GOUVEIA.  ,PAJUÇARA,MACEIÓ,17,17:30,AMEAÇA
1º BPM,sábado,08/05/21,"RUA SAO BENTO  15 , JACINTINHO , MACEIÓ",RUA SAO BENTO  15,JACINTINHO,MACEIÓ,18,18:24,FURTO
1º BPM,sábado,08/05/21,"RUA SAO FELIAZ  , VERGEL DO LAGO , MACEIÓ",RUA SAO FELIAZ ,VERGEL DO LAGO,MACEIÓ,18,18:42,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"NA LADEIRA DOS MARTILHOS   , CENTRO , MACEIÓ",NA LADEIRA DOS MARTILHOS  ,CENTRO,MACEIÓ,19,19:07,TENTATIVA DE ROUBO
1º BPM,sábado,08/05/21,"AVENIDA DONA CONSTANCIA DE GÓS MONSTEIRO.  , JATIÚCA , MACEIÓ",AVENIDA DONA CONSTANCIA DE GÓS MONSTEIRO. ,JATIÚCA,MACEIÓ,19,19:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA PEDRO AMERICO  , POÇO , MACEIÓ",RUA PEDRO AMERICO ,POÇO,MACEIÓ,19,19:12,TENTATIVA DE ROUBO
1º BPM,sábado,08/05/21,"RUA EMPRESARIO CARLOS DA SILVA NOGUEIRA  , JATIÚCA , MACEIÓ",RUA EMPRESARIO CARLOS DA SILVA NOGUEIRA ,JATIÚCA,MACEIÓ,19,19:13,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA AGNELO BARBOSA 1270. , PONTA GROSSA , MACEIÓ",RUA AGNELO BARBOSA 1270.,PONTA GROSSA,MACEIÓ,19,19:47,TRÁFICO 
1º BPM,sábado,08/05/21,"RUA SÃO FELIZ  , VERGEL DO LAGO , MACEIÓ",RUA SÃO FELIZ ,VERGEL DO LAGO,MACEIÓ,20,20:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"AVENIDA DR. ANTONIO GOUVEIA  , PAJUÇARA , MACEIÓ",AVENIDA DR. ANTONIO GOUVEIA ,PAJUÇARA,MACEIÓ,20,20:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA QUATORZE DE JULHO           , POÇO , MACEIÓ",RUA QUATORZE DE JULHO          ,POÇO,MACEIÓ,20,20:42,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,sábado,08/05/21,"QUADRA 61  16 , VERGEL DO LAGO , MACEIÓ",QUADRA 61  16,VERGEL DO LAGO,MACEIÓ,20,20:58,PORTE DE ARMA
1º BPM,sábado,08/05/21,"RUA BATISTA ACIOLY 139 , JARAGUÁ , MACEIÓ",RUA BATISTA ACIOLY 139,JARAGUÁ,MACEIÓ,21,21:01,VIOLAÇÃO DE DOMICILIO
1º BPM,sábado,08/05/21,"RUA DA ALEGIRA  , CENTRO , MACEIÓ",RUA DA ALEGIRA ,CENTRO,MACEIÓ,21,21:04,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA ENGENHEIRO PAULO BRANDAO NOGUEIRA S/N , JATIÚCA , MACEIÓ",RUA ENGENHEIRO PAULO BRANDAO NOGUEIRA S/N,JATIÚCA,MACEIÓ,21,21:25,FURTO
1º BPM,sábado,08/05/21,"QUAD 5 08 , VERGEL DO LAGO , MACEIÓ",QUAD 5 08,VERGEL DO LAGO,MACEIÓ,21,21:26,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA SÃO PAULO 140 , PONTA GROSSA , MACEIÓ",RUA SÃO PAULO 140,PONTA GROSSA,MACEIÓ,21,21:33,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"PRACINHA DO ALARME 30 , PONTAL DA BARRA , MACEIÓ",PRACINHA DO ALARME 30,PONTAL DA BARRA,MACEIÓ,22,22:04,AMEAÇA
1º BPM,sábado,08/05/21,"QUADRA 10 64 , VERGEL DO LAGO , MACEIÓ",QUADRA 10 64,VERGEL DO LAGO,MACEIÓ,22,22:04,AMEAÇA
1º BPM,sábado,08/05/21,"RUA DOUTOR SADI CARVALHO  , JATIÚCA , MACEIÓ",RUA DOUTOR SADI CARVALHO ,JATIÚCA,MACEIÓ,22,22:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA DOUTOR SADI DE CARVALHO  , JATIÚCA , MACEIÓ",RUA DOUTOR SADI DE CARVALHO ,JATIÚCA,MACEIÓ,22,22:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"TRAVESSA SÃO BENTO  , VERGEL DO LAGO , MACEIÓ",TRAVESSA SÃO BENTO ,VERGEL DO LAGO,MACEIÓ,22,22:54,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA DOUTOR SADI CARVALHO  , JATIÚCA , MACEIÓ",RUA DOUTOR SADI CARVALHO ,JATIÚCA,MACEIÓ,23,23:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"TRAV.SAO VICENTE 8 , JACINTINHO , MACEIÓ",TRAV.SAO VICENTE 8,JACINTINHO,MACEIÓ,23,23:26,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,sábado,08/05/21,"RUA SÃO BENTO  71 , VERGEL DO LAGO , MACEIÓ",RUA SÃO BENTO  71,VERGEL DO LAGO,MACEIÓ,23,23:36,VIOLÊNCIA CONTRA A MULHER
1º BPM,sábado,08/05/21,"RUA DOUTOR JORGE LIMA AO LADO DO 540 , TRAPICHE DA BARRA , MACEIÓ",RUA DOUTOR JORGE LIMA AO LADO DO 540,TRAPICHE DA BARRA,MACEIÓ,23,23:50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,09/05/21,"RUA SADI DE CARVALHO  , JATIÚCA , MACEIÓ",RUA SADI DE CARVALHO ,JATIÚCA,MACEIÓ,0,0:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,09/05/21,"QUADRA 55 15 , VERGEL DO LAGO , MACEIÓ",QUADRA 55 15,VERGEL DO LAGO,MACEIÓ,0,0:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,09/05/21,"TRAV. PANAIR  , VERGEL DO LAGO , MACEIÓ",TRAV. PANAIR ,VERGEL DO LAGO,MACEIÓ,0,0:21,USUÁRIO DE ENTORPECENTE
1º BPM,domingo,09/05/21,"RUA DOUTOR BEZERRA DE MEZENES  , POÇO , MACEIÓ",RUA DOUTOR BEZERRA DE MEZENES ,POÇO,MACEIÓ,1,1:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,09/05/21,"AV. SENADOR RUI PALMEIRA  , VERGEL DO LAGO , MACEIÓ",AV. SENADOR RUI PALMEIRA ,VERGEL DO LAGO,MACEIÓ,1,1:33,TRÁFICO 
1º BPM,domingo,09/05/21,"AV, SENADOR RUI PALMEIRA  , VERGEL DO LAGO , MACEIÓ","AV, SENADOR RUI PALMEIRA ",VERGEL DO LAGO,MACEIÓ,1,1:55,PERTURBAÇÃO DA TRANQUILIDADE
1º BPM,domingo,09/05/21,"RUA CRAVEIRO COSTA 163 , PONTA GROSSA , MACEIÓ",RUA CRAVEIRO COSTA 163,PONTA GROSSA,MACEIÓ,2,2:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO
1º BPM,domingo,09/05/21,"RUA DJALMA COSTA   , VERGEL DO LAGO , MACEIÓ",RUA DJALMA COSTA  ,VERGEL DO LAGO,MACEIÓ,2,2:11,VIOLÊNCIA CONTRA A MULHER
1º BPM,domingo,09/05/21,"RUA FRANCO JATOBA  , PRADO , MACEIÓ",RUA FRANCO JATOBA ,PRADO,MACEIÓ,2,2:36,PERTURBAÇÃO DA TRANQUILIDADE
