,Data da Ocorência,Endereço,Bairro,Hora da Chamada,Tipo de Ocorrência,Localização
6111,25/04/21,QD 4  S/N,TRAPICHE DA BARRA,19:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-1.3250145, -48.4307753"
6112,25/04/21,RUA CRAVEIRO COSTA ,PONTA GROSSA,19:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6600797, -35.7566448"
6113,25/04/21,TRAVESSA TEXEIRA BASTOS ,CENTRO,19:57,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6114,25/04/21,AV. BRASIL N° 835 ,POÇO,20:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-34.6252028, -58.3681793"
6115,25/04/21,QUADRA 1 ,VERGEL DO LAGO,20:25,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.02043105, -47.87446885764125"
6116,25/04/21,RUA TENENTE JULIO CALHEIROS. N° 01,MATA DO ROLO,20:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6117,25/04/21,RUA UBIRAJARA  20,TRAPICHE DA BARRA,20:36,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.7498297, -43.452808"
6118,25/04/21,RUA TEXEIRA BASTOS ,CENTRO,20:53,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.2996553, -51.3934177"
6119,25/04/21,AV. BRASIL 835,POÇO,20:56,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-33.6926112, -53.4622247"
6120,25/04/21,RUA GUEDES GOMDIM ,CENTRO,21:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6121,25/04/21,RUA PAISANDU N° 314,PONTA GROSSA,21:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-5.0930655, -42.8144049"
6122,25/04/21,RUA ALTO DA FLORESTA N° 19B,PONTAL DA BARRA,21:20,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6123,25/04/21,"CONJ. VIRGEM DOS OPBRES II, QUADRA: 55 25",TRAPICHE DA BARRA,21:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6124,25/04/21,RUA ALTO DA FLORESTA N° 19B	 ,PONTAL DA BARRA,22:01,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6125,25/04/21,RUA DOUTOR SADIR DE CARVALHO ,JATIÚCA,22:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6126,25/04/21,LOTEAMENTO DUAS IRMAS  ,POÇO,22:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6127,25/04/21,RUA DO BANHEIRO. 421,VERGEL DO LAGO,22:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"37.1691151, -7.5171116"
6128,25/04/21,RUA DOUTOR CLETO MARQUES LUZ ,LEVADA,22:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.5775728, -36.306636"
6129,25/04/21,TRAVESSA DOUTOR ABELARDO PONTES LIMA ,VERGEL DO LAGO,22:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6509818, -35.7585365"
6130,25/04/21,AVENIDA ALVARO OTACILIO ,PONTA VERDE,22:42,AMEAÇA,"-9.6521757, -35.699021"
6131,25/04/21,AV. SENADOR RUI PALMEIRA 73,VERGEL DO LAGO,22:46,VIOLÊNCIA CONTRA A MULHER,"-9.6660651, -35.764293"
6132,25/04/21,RUA DR. SADIR DE CARVALHO ,JATIÚCA,22:50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6133,25/04/21,RUA UBIRAJARA  20,TRAPICHE DA BARRA,22:54,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.7498297, -43.452808"
6134,25/04/21,RUA UBIRAJARA  20,TRAPICHE DA BARRA,23:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.7498297, -43.452808"
6135,25/04/21,RUA UBIRAJARA  20,TRAPICHE DA BARRA,23:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.7498297, -43.452808"
6136,25/04/21,TRAV. ABELARDO PONTES LIMA ,VERGEL DO LAGO,23:07,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6509818, -35.7585365"
6137,25/04/21,RUA JOÃO BEDA MAIA GOMES ,LEVADA,23:15,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6582082, -35.747313"
6138,25/04/21,RUA LAGO DA PAZ ,VERGEL DO LAGO,23:39,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.3909683, -38.2256442"
6139,25/04/21,RUA DR. CLETO MARQUES LUZ ,LEVADA,23:44,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.5775728, -36.306636"
6140,26/04/21,RUA SAO FRANCISCO DE ASSIS ,JATIÚCA,0:03,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-13.8423211, -40.0708643"
6141,26/04/21,RUA LAMILTON DE BARRO SOUTINHO  ,JATIÚCA,0:10,PERTURBAÇÃO DA TRANQUILIDADE,
6142,26/04/21,AVENIDA MONTE CASTELO  ,VERGEL DO LAGO,0:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.037913, -45.5694142"
6143,26/04/21,TRAVESSA SURUAJY ,LEVADA,0:28,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6144,26/04/21,RUA ANGELO MARTINS ,JATIÚCA,0:41,AMEAÇA,"-22.2980089, -48.5723745"
6145,26/04/21,RUA RAFAEL PERRELLI ,MANGABEIRAS,0:41,PERTURBAÇÃO DA TRANQUILIDADE,
6146,26/04/21,CONJUNTO FREI FERNANDO /RUA D  ,CENTRO,0:55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6147,26/04/21,TRAVESSA DOUTOR ABELARDO PONTES LIMA 38,VERGEL DO LAGO,1:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6509818, -35.7585365"
6148,26/04/21,TRAVESSA SURUAJY ,LEVADA,1:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6149,26/04/21,TRAVESSA DR. ABELARDO PONTES DE LIMA ,VERGEL DO LAGO,1:11,PERTURBAÇÃO DA TRANQUILIDADE,
6150,26/04/21,TRAVESSA PONTES LIMA 543,VERGEL DO LAGO,1:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-4.0977888, -39.049741"
6151,26/04/21,RUA DOUTOR ANTONIO CANSANÇAO 575,PONTA VERDE,1:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.66049525, -35.70511972021327"
6152,26/04/21,RUA RAFAEL PERRELI/EDIFICIO VANDELE 20,JATIÚCA,1:21,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6153,26/04/21,DOUTOR ABELARDO PONTES LIMA  ,VERGEL DO LAGO,1:25,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6158693, -35.7377856"
6154,26/04/21,TRAV. DONA CONSTANCA ,JATIÚCA,1:26,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6564988, -35.7218627"
6155,26/04/21,RUA ANGELO MARTINS 66,JATIÚCA,3:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.2980089, -48.5723745"
6156,26/04/21,RUA DA PALMA ,VERGEL DO LAGO,3:44,PERTURBAÇÃO DA TRANQUILIDADE,"-8.0636187, -34.8802262"
6157,26/04/21,AVENIDA AMELHA ROSA  ,JATIÚCA,3:49,TENTATIVA DE ROUBO,
6158,26/04/21,RUA G /QUADRA 5  ,TRAPICHE DA BARRA,3:50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-15.8980561, -47.800048"
6159,26/04/21,RUA ANGELO MARTINS ,JATIÚCA,4:25,DISPARO DE ARMA DE FOGO,"-22.2980089, -48.5723745"
6160,26/04/21,AV. AMELIA ROSA ,JATIÚCA,4:34,PERTURBAÇÃO DA TRANQUILIDADE,"-9.6512774, -35.7162934"
6161,26/04/21,AVENIDA ENGENHEIRO PAULO BRANDÃO DE NOGUEIRA ,JATIÚCA,6:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6162,26/04/21,RUA JOSÉ MARQUES RIBEIRO Nº29 ,TRAPICHE DA BARRA,8:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.384746, -46.8625047"
6163,26/04/21,RUA DR. ANTONIO GOUVEIA ,PAJUÇARA,9:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"38.6928562, -9.3037505"
6164,26/04/21,RUA AMINADAB VALENTE 497,TRAPICHE DA BARRA,9:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6763259, -35.7589568"
6165,26/04/21,XXXXXXXXX ,CENTRO,10:50,AMEAÇA,"52.7235866, 0.38260848659914326"
6166,26/04/21,AV. ARISTEU DE ANDRADE ,FAROL,11:25,FURTO QUALIFICADO,"-9.6618877, -35.7320053"
6167,26/04/21,RUA DIEGUES JUNIOR ,POÇO,11:31,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6472229, -35.7284876"
6168,26/04/21,QD 52 14,VERGEL DO LAGO,11:48,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.6505528, -49.3408989077452"
6169,26/04/21,RUA DIEGUES JUNIOR  ,POÇO,11:48,PERTURBAÇÃO DA TRANQUILIDADE,"-9.6472229, -35.7284876"
6170,26/04/21,QUADRA 25 335,VERGEL DO LAGO,12:12,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-2.2919283, -46.074375"
6171,26/04/21,RUA DURVAL GUIMARAES N° 927,PONTA VERDE,12:40,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6172,26/04/21,RUA TIRADENTES  ,PONTA GROSSA,13:00,ROUBO,"-17.0615002, -40.5764097"
6173,26/04/21,RUA FIRMINO VASCONCELOS  ,PONTA DA TERRA,13:28,PERTURBAÇÃO DA TRANQUILIDADE,"-9.6647487, -35.7134688"
6174,26/04/21,"RUA CORONEL ADALTO GOMES BARBOSA, N° 631",POÇO,13:29,TRÁFICO ,
6175,26/04/21,RUA DJALMA ROCHA.  ,VERGEL DO LAGO,13:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-25.517151, -49.2291711"
6176,26/04/21,RUA CABO REIS 5 d,PONTA GROSSA,13:36,AMEAÇA,"-3.7093013, -38.5743665"
6177,26/04/21,QD 04 ,TRAPICHE DA BARRA,13:47,PERTURBAÇÃO DA TRANQUILIDADE,"-16.644691350000002, -49.33105786149777"
6178,26/04/21,RUA JOSÉ CORREIA FILHO    ,PAJUÇARA,15:02,PERTURBAÇÃO DA TRANQUILIDADE,"-7.2109479, -40.1321382"
6179,26/04/21,Q03  ,VERGEL DO LAGO,15:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.4049773, -39.028090809967495"
6180,26/04/21,AV. SILVIO CARLOS VIANA ,PONTA VERDE,15:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6646499, -35.6972469"
6181,26/04/21,RUA NOSSA SENHORA APARECIDA ,POÇO,16:21,USUÁRIO DE ENTORPECENTE,"-26.8929588, -49.2618076"
6182,26/04/21,"RUA CARLOS POVINO CAVALCANTE,  APT 902, N° 4285",JATIÚCA,16:25,USUÁRIO DE ENTORPECENTE,
6183,26/04/21,RUA SANTA MARGARIDA  / ANTIGA VILA ARATU  ,TRAPICHE DA BARRA,16:33,PERTURBAÇÃO DA TRANQUILIDADE,
6184,26/04/21,TRAVESSA SANTA AMÁLIA ,JATIÚCA,16:33,FURTO,"-9.6540148, -35.7151032"
6185,26/04/21,RUA DIEGUES JUNIOR	 ,POÇO,16:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6472229, -35.7284876"
6186,26/04/21,TRAV. SURUAGY ,LEVADA,16:38,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6563891, -35.7433859"
6187,26/04/21,QUADRA H ,VERGEL DO LAGO,16:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.0330479, -47.8749787533341"
6188,26/04/21,RUA TEXEIRA BASTOS  574,PONTA GROSSA,17:12,AMEAÇA,"-23.2996553, -51.3934177"
6189,26/04/21,"CONJUNTO DOS PESCADORES, QUADRA H ",VERGEL DO LAGO,17:13,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6190,26/04/21,Q 55 ,VERGEL DO LAGO,17:17,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-32.9775936, -68.84795030451173"
6191,26/04/21,"RUA SANTA MARGARIDA, VILA ARATU ",TRAPICHE DA BARRA,17:24,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6192,26/04/21,RUA DOUTOR MIGUEL OMENA  ,PRADO,17:25,VIOLAÇÃO DE DOMICILIO,"-9.7299671, -35.8927222"
6193,26/04/21,RUA DR ROCHA CAVALCANTE 542,VERGEL DO LAGO,17:31,PERTURBAÇÃO DA TRANQUILIDADE,"-9.6522852, -35.7595707"
6194,26/04/21,"CONJ. LENITA VILELA, Q. M 32",TRAPICHE DA BARRA,17:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6195,26/04/21,RUA SANTA MARGARIDA  ,PONTA GROSSA,17:51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"39.7519318, -7.9212345"
6196,26/04/21,RUA SANTA ANA ,POÇO,17:54,FURTO,"-27.1960704, -52.1110162"
6197,26/04/21,AV.ALVARO OTAÇILIO ,PONTA VERDE,17:57,ROUBO,"-9.6521757, -35.699021"
6198,26/04/21,RUA LUZIA SURUAGY ,LEVADA,18:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.658801, -35.7421785"
6199,26/04/21,CONJ. LENITA VILELA / QUADRA M 32,TRAPICHE DA BARRA,18:08,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6200,26/04/21,QD 08 ,VERGEL DO LAGO,18:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.64427415, -49.333596702173196"
6201,26/04/21,RUA SANTA HELENA  ,PONTAL DA BARRA,18:23,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.8879662, -42.0287548"
6202,26/04/21,RUA CABO REIS ,TRAPICHE DA BARRA,18:27,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
6203,26/04/21,RUA DIEGUES JUNIOR	 ,POÇO,18:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6472229, -35.7284876"
6204,26/04/21,RUA ÂNGELO MARTINS Nº 68,JATIÚCA,18:46,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.3005308, -48.5725012"
6205,26/04/21,RUA L ,VERGEL DO LAGO,18:48,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-25.78135075, 28.2924411442822"
6206,26/04/21,RUA LUZIA SURUAGY	 ,LEVADA,18:54,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.658801, -35.7421785"
6207,26/04/21,RUA PROFESSOR ALMEIDA LEITE ,TRAPICHE DA BARRA,19:12,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6766909, -35.7611458"
6208,26/04/21,QUADRA 55 25,VERGEL DO LAGO,19:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.299332, -48.054657"
6209,26/04/21,RUA DIJALMO COSTA 21,VERGEL DO LAGO,19:52,PERTURBAÇÃO DA TRANQUILIDADE,
6210,26/04/21,RUA SOLD. EDUARDO SANTOS ,JATIÚCA,19:57,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6211,26/04/21,RUA AMINADABE VALENTE PX AO 447,TRAPICHE DA BARRA,20:00,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6212,26/04/21,"RUA FRANCO JATOBA, CONDOMINIO BETEL ",PRADO,20:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6213,26/04/21,QD 8 ,VERGEL DO LAGO,20:32,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.69964315, -49.41333881367576"
6214,26/04/21,RUA CABO REIS ,PONTA GROSSA,20:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
6215,26/04/21,RUA ANA NERE ,PAJUÇARA,20:58,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-17.8437853, -41.5140099"
6216,26/04/21,QUADRA D H 2  32,TRAPICHE DA BARRA,21:02,AMEAÇA,
6217,26/04/21,RUA LUIZ LOPES AGRA ,JATIÚCA,21:09,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6469355, -35.7095666"
6218,26/04/21,X  ,PAJUÇARA,21:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-32.0967361, -63.7940923"
6219,26/04/21,RUA BELA VISTA 551,LEVADA,21:25,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-8.23590985, -34.98593376058024"
6220,26/04/21,RUA DO MEIO. ,VERGEL DO LAGO,21:45,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-7.7851623, -35.0888284"
6221,26/04/21,RUA FRANCO JATOBA ,PRADO,22:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6672589, -35.752821"
6222,26/04/21,RUA ALVO MARINHO EM FRENTE 893,PRADO,22:11,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6223,26/04/21,RUA VILA KENEDY A 22,VERGEL DO LAGO,22:13,AMEAÇA,
6224,26/04/21,RUA MANAUS  ,PRADO,22:18,ROUBO,"-29.6957227, -51.2319801"
6225,26/04/21,RUA DO CEARA ,PRADO,22:27,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-17.7469674, -39.226529"
6226,26/04/21,RUA SÃO LUIZ. ,PONTA GROSSA,22:28,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-24.0400481, -52.6111709"
6227,26/04/21,RUA 22 DE DEZEMBRO ,CENTRO,22:36,TENTATIVA DE FURTO,"-22.9256949, -47.0323876"
6228,26/04/21,TRAV. CAJUEIRO III ,VERGEL DO LAGO,22:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-17.0465468, -39.5193992"
6229,26/04/21,VILA KENEDY N° 22,VERGEL DO LAGO,22:42,VIOLÊNCIA CONTRA A MULHER,"28.8161952, -97.8487625"
6230,26/04/21,QUADRA: 09 ,TRAPICHE DA BARRA,23:05,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-1.3250293, -48.4290332"
6231,26/04/21,"TABULEIRO NOVO, RUA JOAO MONTEIRO SILVA ",TABULEIRO DO MARTINS,23:06,VIOLÊNCIA CONTRA A MULHER,
6232,26/04/21,RUA SANTA MARGARIDA  ,TRAPICHE DA BARRA,23:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"39.7519318, -7.9212345"
6233,26/04/21,QUADRA 66  11,TRAPICHE DA BARRA,23:06,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.299332, -48.054657"
6234,26/04/21,LADEIRA DO MARTILIO ,CENTRO,23:20,ROUBO,
6235,26/04/21,RUA SÃO LUIZ ,PONTA GROSSA,23:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-24.0400481, -52.6111709"
6236,26/04/21,RUA REGENTE FEIJO  S/N,PONTA DA TERRA,23:43,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-29.9405961, -51.0266823"
6237,26/04/21,QUADRA 9 ,TRAPICHE DA BARRA,23:54,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-22.02096365, -47.87128394645839"
6238,27/04/21,RUA DO CAJUEIRO 60,VERGEL DO LAGO,0:01,VIOLÊNCIA CONTRA A MULHER,"-2.6049727, -44.2055887"
6239,27/04/21,RUA SÃO LUIZ ,PONTA GROSSA,0:14,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-24.0400481, -52.6111709"
6240,27/04/21,RUA JOSÉ CAVALCANTE 386,VERGEL DO LAGO,0:18,VIOLAÇÃO DE DOMICILIO,"-7.1085026, -35.8687309"
6241,27/04/21,RUA SANTA FERNANDA 866,JATIÚCA,0:26,VIOLAÇÃO DE DOMICILIO,"-9.6547318, -35.7183624"
6242,27/04/21,TRAV. CAJUEIRO 3 ,VERGEL DO LAGO,0:27,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.3831705, -44.3462203"
6243,27/04/21,1ª TRAVESSA SANTA HELENA  ,PONTAL DA BARRA,0:29,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-1.9814449, -54.0812995"
6244,27/04/21,RUA DOUTOR SADI CARVALHO ,JATIÚCA,0:50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6517644, -35.707899"
6245,27/04/21,RUA MANUEL SORTE SONTANA  22,MANGABEIRAS,1:18,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6246,27/04/21,RUA TEONILO GAMA ,TRAPICHE DA BARRA,2:22,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6753515, -35.7556739"
6247,27/04/21,XXXXXXXXXXXXXXXXXXXXXX ,JARAGUÁ,4:39,FURTO QUALIFICADO,
6248,27/04/21,PRAÇA DA FACULDADE ,TRAPICHE DA BARRA,8:40,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6685513, -35.744914011852046"
6249,27/04/21,RUA CHAVIER DE BRITO ,PRADO,11:48,TENTATIVA DE ROUBO,
6250,27/04/21,AV. ASSIS CHATEAUBRIAND/ COND. DOS PESCADORES.  BLOCO 19 ,TRAPICHE DA BARRA,12:19,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6251,27/04/21,AV. JATIUCA ,MANGABEIRAS,12:27,ROUBO,"-9.6533752, -35.6988103"
6252,27/04/21,RUA JOAO GUALBERTO PEREIRA DO CARMO  XXX,PAJUÇARA,12:30,ROUBO,
6253,27/04/21,AV. ASSIS CHATEAUBRIAND  bloco 21 ,TRAPICHE DA BARRA,12:54,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.0412915, -45.5835582"
6254,27/04/21,RUA DO COMERCIO ,CENTRO,12:59,AMEAÇA,"-11.9591748, -38.97365056447447"
6255,27/04/21,RUA C QUADRA 2 5,TRAPICHE DA BARRA,13:26,LESÃO CORPORAL,"-15.8965083, -47.8004143"
6256,27/04/21,TRAV. ANGELO MARTINS 35,JATIÚCA,14:19,AMEAÇA,"-26.3458136, -52.8491829"
6257,27/04/21,RUA CABO REIS ,PONTA GROSSA,14:35,ROUBO,"-3.7093013, -38.5743665"
6258,27/04/21,RUA ALTO DA BOA VISTA ,PONTAL DA BARRA,16:16,AMEAÇA,"-12.4014679, -38.6212865"
6259,27/04/21,QUADRA 55  25,VERGEL DO LAGO,16:37,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.299332, -48.054657"
6260,27/04/21,QD.55 .  25,VERGEL DO LAGO,16:47,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.65251635, -49.34218278583715"
6261,27/04/21,RUA LAFAEITE PACHECO 581,PONTA DA TERRA,16:53,AMEAÇA,
6262,27/04/21,RUA LAFAETE PAXECO xx,PONTA DA TERRA,17:27,AMEAÇA,
6263,27/04/21,AV. ASSIS CHATEAUBRIAND ,TRAPICHE DA BARRA,18:35,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-16.6869685, -49.2715786"
6264,27/04/21,"LOTEAMENTO DUAS IRMÃS, AP - 501",POÇO,19:09,ROUBO,
6265,27/04/21,RUA SENADOR RUI PALMEIRA  150,PONTA VERDE,20:15,AMEAÇA,"-9.3853652, -37.0847583"
6266,27/04/21,RUA ALAFAETE PACHECO ,PAJUÇARA,20:23,AMEAÇA,
6267,27/04/21,PRAÇA GUEDES MIRANDA ,PONTA GROSSA,21:49,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.66152225, -35.75450554907679"
6268,27/04/21,XXXXXXXX ,POÇO,21:16,LESÃO CORPORAL,
6269,27/04/21,TRAVESSA JOSÉ CAVALCANTE  26,VERGEL DO LAGO,21:37,PERTURBAÇÃO DA TRANQUILIDADE,"-11.4322762, -40.5958291"
6270,27/04/21,RUA AMAZONAS 16,PRADO,22:01,USUÁRIO DE ENTORPECENTE,"-15.79057855, -47.85004595435652"
6271,27/04/21,POR TRAZ DO ESTADIO REI PELÉ ,TRAPICHE DA BARRA,22:30,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,
6272,27/04/21,RUA VEREADOR JOSE DE CALDAS  281,PONTA GROSSA,23:26,VIOLAÇÃO DE DOMICILIO,"-9.6589376, -35.7507301"
6273,27/04/21,RUA DO BANHEIRO. ,VERGEL DO LAGO,23:41,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"37.1691151, -7.5171116"
6274,27/04/21,RUA CABO REIS ,PONTA GROSSA,23:59,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-3.7093013, -38.5743665"
6275,28/04/21,RUA ULISSES MARQUES ,PRADO,0:01,VIOLÊNCIA CONTRA A MULHER,"-7.1020479, -34.8563899"
6276,28/04/21,AV. ALVARO OTACILIO ,JATIÚCA,0:01,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6521757, -35.699021"
6277,28/04/21,RUA SÃO FRANCISCO ,JATIÚCA,0:10,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-23.0099556, -45.5832326"
6278,28/04/21,BECO VILA SANTA MARIA 30,LEVADA,0:42,LESÃO CORPORAL,"-29.69904125, -53.810460065119955"
6279,28/04/21,RUA DO SOL ,CENTRO,5:33,FURTO QUALIFICADO,"38.7623617, -9.2538786"
6280,28/04/21,RUA SANTA FE  407,LEVADA,9:42,ROUBO,"-7.2377601, -35.9072149"
6281,28/04/21,RUA ALVARO MARINHO 307,TRAPICHE DA BARRA,11:16,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,"-9.6704167, -35.7474249"
6282,28/04/21,RUA SA E ALBUQUERQUE  ,JARAGUÁ,11:29,FURTO,"-9.6713568, -35.7243563"
6283,28/04/21,AV ROBERTO PONTES LIMA ,TRAPICHE DA BARRA,12:15,ROUBO,"-9.6748467, -35.7539399"
6284,28/04/21,RUA SANTOS FERRAZ 641,PAJUÇARA,12:34,LESÃO CORPORAL,"-23.5891013, -46.6290682"
